"Record_ID#","SALARY","ROOKIE","POS","G","PA","AB","H","1B","2B","3B","HR","TB","BB","UBB","IBB","HBP","SF","SH","ROE","RBI","LEADOFF_PA","DP","TP","WP","PB","END_GAME","SO","BK","INTERFERENCE","FC","TOB","OUT","SIT_DP","GIDP","PITCHES","BALLS","STRIKES","FB","GB","LD","POP","Batted Balls","PA_P","PA_C","PA_1B","PA_2B","PA_3B","PA_SS","PA_LF","PA_CF","PA_RF","PA_DH","PA_PH","PA_PR","G_P","G_C","G_1B","G_2B","G_3B","G_SS","G_LF","G_CF","G_RF","G_DH","G_PH","G_PR","AVG","OBP","SLG","D_ISO","TBP","BBr","UBBr","IBBR","SO/BB","ABR","HITR","B1R","B2R","B3R","HRr","HBPR","SFR","SHR","ROEr","SOr","OUTR","NSOR","RBIR","LEADOFFR","END_GAMER","DP%","FB%","GB%","LD%","POP%","SB","CS","PICKOFF","R","SB%","RUNR","D_BPF","PA%","D_MLVr","D_PMLVr","D_RPMLVr","D_VORPr","D_MLV","D_PMLV","D_RPMLV","D_VORP","D_NETDP","D_EqA","D_EqR","D_RAR","D_RAP","D_RARP","D_OUTS_EQ","PA_ROB","R1","R2","R3","R1_BI","R2_BI","R3_BI","ROB","OBI","R1BI%","R2BI%","R3BI%","OBI%"
449,402500,0,6,120,502,459,122,93,24,2,3,159,30,27,3,2,5,6,2,43,99,16,0,7,0,7,24,0,0,0,154,346,79,14,1814,681,1133,97,235,87,27,446,0,0,9,13,34,441,0,0,0,0,5,0,0,0,3,3,10,108,0,0,0,0,5,0,0.27,0.31,0.35,0.08,0.32,0.06,0.05,0.01,0.8,0.91,0.24,0.19,0.05,0,0.01,0,0.01,0.01,0,0.05,0.69,0.64,0.09,0.2,0.01,17.7,21.7,52.7,19.5,6.1,3,1,0,45,75,0.09,100.87,8.1,-0.14,-0.11,0.01,0.01,-16.4,-12.8,1.18,1.5,5.44,0.24,46.6,2.4,-9.6,6.2,349,201,128,89,51,4,16,20,268,40,3.1,18,39.2,14.9
451,425000,0,8,152,685,597,165,89,46,4,26,297,65,54,11,12,6,5,6,94,207,10,0,6,0,7,93,0,0,0,242,437,113,5,2736,1082,1654,190,184,85,56,515,0,0,0,0,0,0,8,671,5,0,1,0,0,0,0,0,0,0,4,149,2,0,1,0,0.28,0.36,0.5,0.22,0.43,0.09,0.08,0.02,1.43,0.87,0.24,0.13,0.07,0.01,0.04,0.02,0.01,0.01,0.01,0.14,0.64,0.5,0.14,0.3,0.01,4.4,36.9,35.7,16.5,10.9,23,3,4,113,88.5,0.16,98.85,10.9,0.17,0.16,0.28,0.31,26.5,24.9,44.32,49.4,-7.25,0.3,110.6,54,31.3,51.5,446,267,179,118,61,21,20,27,358,68,11.7,16.9,44.3,19
452,2500000,0,6,154,664,605,167,98,42,4,23,286,48,46,2,4,5,2,8,89,156,27,0,13,2,11,126,1,0,0,219,437,136,26,2502,920,1582,149,215,95,27,486,0,0,0,0,5,628,0,0,0,28,3,0,0,0,0,0,1,146,0,0,0,6,3,0,0.28,0.33,0.47,0.2,0.43,0.07,0.07,0,2.63,0.91,0.25,0.15,0.06,0.01,0.03,0.01,0.01,0,0.01,0.19,0.66,0.47,0.13,0.23,0.02,19.1,30.7,44.2,19.5,5.6,3,1,0,104,75,0.16,100.22,10.5,0.08,0.12,0.24,0.24,12.7,18.2,36.28,36.6,11.26,0.28,91.8,35.2,20.4,40.7,446,319,219,155,71,11,31,24,445,66,5,20,33.8,14.8
457,1056000,0,4,129,560,475,111,68,22,7,14,189,66,66,0,14,4,1,9,46,232,6,0,3,1,8,115,1,0,0,191,360,69,5,2316,924,1392,100,168,51,46,365,0,0,0,551,0,0,0,0,0,0,9,0,0,0,0,120,0,0,0,0,0,0,9,0,0.23,0.34,0.4,0.16,0.34,0.12,0.12,0,1.74,0.85,0.2,0.12,0.04,0.01,0.03,0.03,0.01,0,0.02,0.21,0.64,0.44,0.08,0.41,0.01,7.2,27.4,46,14,12.6,19,5,3,89,79.2,0.16,99.14,9,-0.03,-0.03,0.09,0.11,-3.3,-4.2,11.42,14.1,-2.48,0.27,71.1,23.7,5.9,22.9,374,205,125,93,58,7,11,14,276,32,5.6,11.8,24.1,11.6
458,412100,0,8,145,640,531,145,97,37,2,9,213,97,93,4,2,7,3,3,67,106,16,0,1,2,6,134,1,0,1,244,392,131,13,2598,1105,1493,92,206,93,16,407,0,0,0,0,0,0,0,632,0,5,3,0,0,0,0,0,0,0,0,143,0,1,3,0,0.27,0.38,0.4,0.13,0.33,0.15,0.15,0.01,1.38,0.83,0.23,0.15,0.06,0,0.01,0,0.01,0,0,0.21,0.61,0.4,0.1,0.17,0.01,9.9,22.6,50.6,22.9,3.9,44,16,9,85,73.3,0.13,99.15,10.1,0.08,0.07,0.19,0.22,11.5,10.3,28.2,31.8,-1.2,0.29,92.6,40.4,19.4,38.1,412,310,203,125,90,9,18,31,418,58,4.4,14.4,34.4,13.9
459,403000,0,4,104,333,299,80,45,22,1,12,140,26,24,2,1,6,1,3,48,65,8,0,4,0,6,85,1,0,1,107,222,64,5,1284,460,824,71,97,47,6,221,0,0,59,194,29,0,0,0,11,13,27,0,0,0,22,49,9,0,0,0,3,3,27,0,0.27,0.32,0.47,0.2,0.42,0.08,0.07,0.01,3.27,0.9,0.24,0.14,0.07,0,0.04,0,0.02,0,0.01,0.26,0.67,0.41,0.14,0.2,0.02,7.8,32.1,43.9,21.3,2.7,4,0,2,55,100,0.17,103.88,5.3,0.03,0.01,0.13,0.14,2.3,0.8,9.85,11,-1.94,0.27,42.2,13.5,0,10.3,226,166,106,84,44,6,14,16,234,36,5.7,16.7,36.4,15.4
464,500000,0,2,155,650,553,155,117,25,0,13,219,90,82,8,5,2,0,4,69,158,18,0,5,1,7,83,1,0,3,250,393,124,16,2584,1087,1497,108,244,81,40,473,0,605,0,0,35,0,0,0,0,3,7,0,0,149,0,0,11,0,0,0,0,1,7,0,0.28,0.39,0.4,0.12,0.34,0.14,0.13,0.01,0.92,0.85,0.24,0.18,0.04,0,0.02,0.01,0,0,0.01,0.13,0.6,0.48,0.11,0.24,0.01,12.9,22.8,51.6,17.1,8.5,18,6,2,87,75,0.13,98.28,10.5,0.09,0.14,0.22,0.23,13,20.7,34.04,35.8,2.56,0.29,90.1,38.6,27.1,45.5,406,301,194,137,80,6,24,26,411,56,3.1,17.5,32.5,13.6
465,966666,0,2,145,573,509,153,87,42,1,23,266,57,53,4,4,3,0,6,87,119,20,0,4,1,9,64,0,0,0,214,353,142,17,2132,847,1285,158,165,84,41,448,0,560,0,0,0,0,0,0,0,0,13,0,0,138,0,0,0,0,0,0,0,0,13,0,0.3,0.37,0.52,0.22,0.46,0.1,0.09,0.01,1.12,0.89,0.27,0.15,0.07,0,0.04,0.01,0.01,0,0.01,0.11,0.62,0.5,0.15,0.21,0.02,12,35.3,36.8,18.8,9.2,5,0,0,68,100,0.12,98.87,9,0.25,0.31,0.39,0.4,33,40.4,51.39,52.9,1.61,0.31,97.7,52.1,41.8,58.1,359,304,232,147,74,18,19,27,453,64,7.8,12.9,36.5,14.1
466,1440000,0,7,150,623,575,167,125,28,4,10,233,35,28,7,7,5,1,6,69,136,22,0,6,1,3,105,0,0,1,209,407,128,19,2219,725,1494,130,262,70,14,476,0,0,0,0,0,0,622,0,0,0,1,0,0,0,0,0,0,0,151,0,0,0,1,1,0.29,0.34,0.41,0.12,0.37,0.06,0.04,0.01,3,0.92,0.27,0.2,0.04,0.01,0.02,0.01,0.01,0,0.01,0.17,0.65,0.48,0.11,0.22,0,14.8,27.3,55,14.7,2.9,14,5,0,80,73.7,0.13,99.48,9.8,0.01,-0.04,0.08,0.09,2.1,-6.2,11.96,13.2,5.12,0.27,76.4,23.3,-3.7,15.4,419,286,209,129,97,7,16,36,435,59,3.3,12.4,37.1,13.6
481,455000,0,7,151,663,611,174,91,39,7,37,338,42,38,4,6,4,0,7,106,113,15,0,4,0,8,129,0,0,1,222,433,129,13,2422,811,1611,175,190,74,47,486,0,0,0,0,0,0,656,0,0,5,2,0,0,0,0,0,0,0,149,0,0,1,2,0,0.29,0.34,0.55,0.27,0.51,0.06,0.06,0.01,3.07,0.92,0.26,0.14,0.06,0.01,0.06,0.01,0.01,0,0.01,0.19,0.65,0.46,0.16,0.17,0.01,10.1,36,39.1,15.2,9.7,14,4,4,92,77.8,0.14,99.41,10.6,0.22,0.16,0.28,0.3,33.3,24.6,43.93,45.7,-0.99,0.3,109.5,53.1,24.4,44.6,445,296,191,145,68,16,34,19,404,69,8.4,23.4,27.9,17.1
482,400000,0,2,90,324,301,77,50,18,1,8,121,15,14,1,4,4,0,2,59,69,8,0,3,1,10,78,0,0,2,96,224,67,7,1189,375,814,58,84,53,32,227,0,314,0,0,0,0,0,0,0,0,10,0,0,82,0,0,0,0,0,0,0,0,10,0,0.26,0.3,0.4,0.15,0.37,0.05,0.04,0,5.2,0.93,0.24,0.15,0.06,0,0.02,0.01,0.01,0,0.01,0.24,0.69,0.45,0.18,0.21,0.03,10.4,25.6,37,23.3,14.1,0,1,0,23,0,0.07,100.64,5.2,-0.09,-0.04,0.05,0.04,-7,-2.7,3.6,3,-0.26,0.24,33.2,4.2,-2.9,7.5,229,158,109,84,47,4,23,24,240,51,3.7,27.4,51.1,21.3
492,402500,0,6,133,587,514,148,112,24,2,10,206,59,55,4,5,2,7,9,60,128,26,0,1,0,7,62,2,0,3,212,363,118,24,2040,831,1209,109,268,67,17,461,0,0,0,0,0,582,0,0,0,0,5,0,0,0,0,0,0,126,0,0,0,0,5,1,0.29,0.37,0.4,0.11,0.35,0.1,0.09,0.01,1.05,0.88,0.25,0.19,0.04,0,0.02,0.01,0,0.01,0.02,0.11,0.62,0.51,0.1,0.22,0.01,20.3,23.6,58.1,14.5,3.7,2,5,1,71,28.6,0.12,99.14,9.2,0.06,0.1,0.22,0.2,7.9,13.2,28.91,26.5,11.21,0.28,75.4,27.2,14.2,31.5,380,262,183,113,67,9,20,21,363,50,4.9,17.7,31.3,13.8
495,1100000,0,5,113,356,325,78,49,14,1,14,136,21,19,2,3,7,0,3,53,65,6,0,8,2,5,54,0,0,3,102,248,64,5,1337,473,864,99,104,38,37,278,0,0,12,19,279,13,0,0,0,0,33,0,0,0,5,8,75,4,0,0,0,0,33,0,0.24,0.29,0.42,0.18,0.38,0.06,0.05,0.01,2.57,0.91,0.22,0.14,0.04,0,0.04,0.01,0.02,0,0.01,0.15,0.7,0.54,0.15,0.18,0.01,7.8,35.6,37.4,13.7,13.3,1,2,0,36,33.3,0.1,99.31,5.9,-0.09,-0.11,0,-0.01,-7.7,-9.1,0.38,-0.5,-1.94,0.25,38.4,5.9,-9.2,2.4,256,171,110,86,44,8,14,17,240,39,7.3,16.3,38.6,16.3
497,4925000,0,5,126,448,404,91,53,22,1,15,160,37,35,2,3,3,1,3,55,99,5,0,2,1,6,124,1,0,1,131,313,77,4,1895,687,1208,90,113,49,32,284,0,0,0,12,418,0,0,0,0,0,18,0,0,0,0,6,113,0,0,0,0,0,18,0,0.23,0.29,0.4,0.17,0.36,0.08,0.08,0,3.35,0.9,0.2,0.12,0.05,0,0.03,0.01,0.01,0,0.01,0.28,0.7,0.42,0.12,0.22,0.01,5.2,31.7,39.8,17.3,11.3,5,6,5,50,45.5,0.11,99.19,7.2,-0.12,-0.15,-0.03,-0.05,-12.5,-15.2,-2.89,-5,-4.35,0.24,45.8,4.8,-13.5,1.2,323,193,129,95,45,8,17,15,269,40,6.2,17.9,33.3,14.9
498,5000000,0,9,105,322,293,72,47,16,0,9,115,24,19,5,1,4,0,7,29,67,6,0,2,1,5,68,0,0,1,97,217,56,6,1215,462,753,61,101,45,22,229,0,0,0,0,0,0,0,0,292,7,23,0,0,0,0,0,0,0,0,0,90,2,23,2,0.25,0.3,0.39,0.15,0.36,0.07,0.06,0.02,2.83,0.91,0.22,0.15,0.05,0,0.03,0,0.01,0,0.02,0.21,0.67,0.46,0.09,0.21,0.02,10.7,26.6,44.1,19.7,9.6,1,1,0,27,50,0.08,99.89,5.1,-0.1,-0.16,-0.05,-0.05,-7.5,-12.3,-3.55,-3.8,-0.07,0.24,32.3,3.7,-11.5,-1.2,226,135,99,62,27,5,6,9,188,20,5.1,9.7,33.3,10.6
499,15500000,0,3,91,327,280,62,41,9,0,12,107,43,43,0,0,4,0,5,36,69,10,0,1,0,6,86,1,0,2,105,215,68,9,1344,553,791,54,96,33,15,198,0,0,315,0,0,0,0,0,0,8,4,0,0,0,92,0,0,0,0,0,0,2,4,2,0.22,0.32,0.38,0.16,0.33,0.13,0.13,0,2,0.86,0.19,0.13,0.03,0,0.04,0,0.01,0,0.02,0.26,0.66,0.39,0.11,0.21,0.02,13.2,27.3,48.5,16.7,7.6,1,0,0,29,100,0.09,98.21,5.3,-0.09,-0.18,-0.02,-0.02,-6.5,-14.2,-1.77,-1.5,1.63,0.26,37.9,9.7,-7.4,2.7,222,156,115,75,40,7,7,10,230,24,6.1,9.3,25,10.4
501,5000000,0,2,65,193,173,42,33,9,0,0,51,15,15,0,5,0,0,2,15,37,11,0,0,0,1,11,0,0,0,62,129,40,10,753,288,465,42,74,32,14,162,0,100,55,0,0,0,13,0,0,3,22,0,0,26,17,0,0,0,5,0,0,1,22,0,0.24,0.32,0.3,0.05,0.26,0.08,0.08,0,0.73,0.9,0.22,0.17,0.05,0,0,0.03,0,0,0.01,0.06,0.67,0.61,0.08,0.19,0.01,25,25.9,45.7,19.8,8.6,1,0,0,16,100,0.08,100.17,3.1,-0.2,-0.19,-0.09,-0.09,-9,-8.6,-4.13,-3.8,5.66,0.23,15.9,-0.7,-8.1,-2.2,131,88,57,41,25,1,6,8,123,15,1.8,14.6,32,12.2
504,3500000,0,2,28,107,94,19,14,3,0,2,28,9,9,0,1,2,1,2,9,22,4,0,1,0,3,16,0,0,0,29,76,25,4,399,148,251,23,35,14,9,81,0,107,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0.2,0.27,0.3,0.1,0.26,0.08,0.08,0,1.78,0.88,0.18,0.13,0.03,0,0.02,0.01,0.02,0.01,0.02,0.15,0.71,0.56,0.08,0.21,0.03,16,28.4,43.2,17.3,11.1,0,0,0,9,0,0.08,93.78,1.7,-0.27,-0.22,-0.13,-0.13,-6.8,-5.4,-3.26,-3.3,1.29,0.21,8.1,-1.8,-3.8,-0.3,78,49,37,20,13,0,2,5,70,7,0,10,38.5,10
506,13250000,0,3,155,698,623,181,117,41,3,20,288,71,68,3,0,4,0,4,90,138,31,0,7,0,8,119,1,0,2,252,440,180,27,2760,1129,1631,163,228,103,14,508,0,0,687,0,0,0,0,0,0,10,1,0,0,0,153,0,0,0,0,0,0,2,1,0,0.29,0.36,0.46,0.17,0.41,0.1,0.1,0,1.68,0.89,0.26,0.17,0.06,0,0.03,0,0.01,0,0.01,0.17,0.63,0.46,0.13,0.2,0.01,15,32.1,44.9,20.3,2.8,8,2,0,93,80,0.13,101.48,10.9,0.12,0.02,0.18,0.19,19.1,2.8,28.74,29.9,7.49,0.28,94.9,38.1,3.6,24,448,320,238,141,73,14,26,30,452,70,5.9,18.4,41.1,15.5
510,1800000,0,8,118,462,403,120,78,28,4,10,186,46,43,3,9,2,2,7,53,96,11,0,4,0,4,62,0,0,1,175,279,99,10,1708,628,1080,95,157,79,14,345,0,0,0,0,0,0,119,197,136,5,5,0,0,0,0,0,0,0,31,57,39,2,5,0,0.3,0.38,0.46,0.16,0.4,0.1,0.09,0.01,1.35,0.87,0.26,0.17,0.06,0.01,0.02,0.02,0,0,0.02,0.13,0.6,0.47,0.11,0.21,0.01,10.1,27.5,45.5,22.9,4.1,7,2,0,70,77.8,0.15,101.23,7.1,0.16,0.12,0.24,0.25,16.5,12.2,25.01,25.9,-0.73,0.3,68.7,32,15.2,28.4,289,236,172,110,61,11,16,16,343,43,6.4,14.5,26.2,12.5
511,8000000,0,6,137,625,556,154,96,38,9,11,243,58,51,7,5,3,3,6,59,239,12,0,2,2,6,55,0,0,1,217,401,73,11,2394,968,1426,134,235,105,33,507,0,0,0,0,0,620,0,0,0,0,5,0,0,0,0,0,0,132,0,0,0,0,5,0,0.28,0.35,0.44,0.16,0.39,0.09,0.08,0.01,0.95,0.89,0.25,0.15,0.06,0.01,0.02,0.01,0,0,0.01,0.09,0.64,0.55,0.09,0.38,0.01,15.1,26.4,46.4,20.7,6.5,47,3,3,76,94,0.12,99.75,10,0.07,0.11,0.22,0.31,9.7,15.5,32.47,44.8,3.09,0.29,89.3,37.1,23.7,42.4,411,219,122,112,54,8,21,19,288,48,6.6,18.8,35.2,16.7
515,410000,0,7,148,598,481,111,59,19,0,33,229,111,108,3,2,4,0,3,77,138,9,0,5,2,9,197,0,0,0,224,371,117,7,2617,1155,1462,92,117,62,17,288,0,0,0,0,0,0,309,0,18,266,5,0,0,0,0,0,0,0,78,0,5,61,5,0,0.23,0.38,0.48,0.25,0.38,0.19,0.18,0.01,1.77,0.8,0.19,0.1,0.03,0,0.06,0,0.01,0,0.01,0.33,0.62,0.29,0.13,0.23,0.02,6,31.9,40.6,21.5,5.9,0,0,0,77,0,0.13,98.43,9.7,0.13,0.09,0.21,0.21,18.7,12.8,30.25,30.3,-5.68,0.3,93.9,46.5,20.4,37.4,374,276,197,132,50,15,16,13,379,44,7.6,12.1,26,11.6
516,5000000,0,7,120,364,338,82,63,10,2,7,117,22,21,1,1,0,2,3,41,71,10,0,1,0,10,53,0,1,1,105,254,69,7,1288,423,865,67,131,59,30,287,0,0,0,0,0,0,178,149,16,0,21,0,0,0,0,0,0,0,71,38,4,0,21,9,0.24,0.29,0.35,0.1,0.32,0.06,0.06,0,2.41,0.93,0.23,0.17,0.03,0.01,0.02,0,0,0.01,0.01,0.15,0.7,0.55,0.11,0.2,0.03,10.1,23.3,45.6,20.6,10.5,8,1,0,41,88.9,0.11,101.29,5.9,-0.19,-0.22,-0.1,-0.08,-16.3,-18.6,-8.8,-7,-0.48,0.23,32.9,0.1,-15.9,-4.1,259,177,135,74,31,8,12,14,240,34,5.9,16.2,45.2,14.2
517,4500000,0,5,106,353,324,80,50,22,1,7,125,22,22,0,1,1,5,7,40,76,6,0,6,2,6,64,0,0,2,103,241,55,5,1364,473,891,78,100,48,40,266,0,0,0,152,188,6,0,0,0,1,6,0,0,0,0,52,57,4,0,0,0,1,6,0,0.25,0.3,0.39,0.14,0.35,0.06,0.06,0,2.91,0.92,0.23,0.14,0.06,0,0.02,0,0,0.01,0.02,0.18,0.68,0.5,0.11,0.22,0.02,9.1,29.3,37.6,18,15,1,3,1,38,25,0.11,102.03,5.7,-0.13,-0.15,-0.03,-0.05,-10.8,-12.4,-2.36,-3.9,-0.96,0.24,33.9,1.8,-10.8,0.7,253,145,97,74,31,2,16,15,202,33,2.1,21.6,48.4,16.3
518,6250000,0,2,144,569,530,155,106,33,0,16,236,19,14,5,9,11,0,7,95,120,23,0,5,0,7,38,0,0,2,183,377,120,23,1812,570,1242,196,179,89,40,504,0,552,0,0,0,0,0,0,0,6,11,0,0,136,0,0,0,0,0,0,0,1,11,0,0.29,0.32,0.45,0.15,0.41,0.03,0.02,0.01,2,0.93,0.27,0.19,0.06,0,0.03,0.02,0.02,0,0.01,0.07,0.66,0.6,0.17,0.21,0.01,19.2,38.9,35.5,17.7,7.9,0,0,0,47,0,0.08,100.13,9.3,0.04,0.1,0.18,0.18,6,13.4,24.84,24.8,9.99,0.27,71,22.1,10.7,28.2,386,303,195,139,75,15,28,36,409,79,7.7,20.1,48,19.3
520,7500000,0,4,128,426,370,107,66,35,0,6,160,53,52,1,2,1,0,4,45,110,8,0,0,0,9,72,1,0,1,162,259,77,7,1771,730,1041,86,125,59,29,299,0,0,0,385,0,0,0,0,0,4,37,0,0,0,0,95,0,0,0,0,0,1,37,0,0.29,0.38,0.43,0.14,0.38,0.12,0.12,0,1.36,0.87,0.25,0.15,0.08,0,0.01,0,0,0,0.01,0.17,0.61,0.44,0.11,0.26,0.02,9.1,28.8,41.8,19.7,9.7,8,4,1,64,66.7,0.15,100.25,6.9,0.12,0.12,0.23,0.23,12,12.3,23.31,23.3,-1.35,0.29,60.3,26.3,12,24.2,268,181,112,91,43,6,17,16,246,39,5.4,18.7,37.2,15.9
521,14811414,0,6,157,666,632,179,125,38,3,13,262,24,20,4,6,3,1,3,66,120,33,0,4,1,9,72,0,0,2,209,452,150,32,2362,777,1585,150,278,97,39,564,0,0,0,0,0,664,0,0,0,0,2,0,0,0,0,0,0,157,0,0,0,0,2,0,0.28,0.31,0.42,0.13,0.39,0.04,0.03,0.01,3,0.95,0.27,0.19,0.06,0,0.02,0.01,0,0,0,0.11,0.68,0.57,0.1,0.18,0.01,21.3,26.6,49.3,17.2,6.9,7,7,1,92,50,0.14,99.34,11,-0.01,0.03,0.14,0.13,-2.3,4,22.74,20.6,15.74,0.25,75.2,16.4,1.9,23,464,313,210,134,61,14,23,16,405,53,6.7,17.2,26.2,13.1
524,3687500,0,8,108,466,427,128,85,22,1,20,212,29,24,5,3,7,0,9,78,117,18,0,3,0,2,46,1,0,2,160,295,84,16,1578,585,993,98,183,66,41,388,0,0,0,0,0,0,0,431,0,35,0,0,0,0,0,0,0,0,0,100,0,8,0,0,0.3,0.34,0.5,0.2,0.45,0.06,0.05,0.01,1.59,0.92,0.27,0.18,0.05,0,0.04,0.01,0.02,0,0.02,0.1,0.63,0.53,0.17,0.25,0,19,25.3,47.2,17,10.6,4,2,1,63,66.7,0.14,99.94,7.5,0.16,0.15,0.27,0.27,17.6,16.4,29.85,29.8,6.89,0.29,68.8,29.8,13.6,27.6,308,237,148,119,55,12,26,20,322,58,8.1,21.8,36.4,18
526,1750000,0,2,41,136,127,33,28,3,0,2,42,6,5,1,2,0,1,2,7,35,0,0,2,0,0,19,0,0,0,41,93,19,0,525,168,357,30,34,24,21,109,0,131,0,0,0,0,0,0,0,4,1,0,0,37,0,0,0,0,0,0,0,3,1,1,0.26,0.3,0.33,0.07,0.31,0.04,0.04,0.01,3.17,0.93,0.24,0.21,0.02,0,0.01,0.01,0,0.01,0.01,0.14,0.68,0.54,0.05,0.26,0,0,27.5,31.2,22,19.3,0,0,0,7,0,0.05,101.78,2.2,-0.18,-0.13,-0.04,-0.04,-5.8,-4.1,-1.37,-1.4,-2.06,0.22,11.2,-0.9,-3.9,0.5,95,47,29,24,4,0,3,2,57,5,0,12.5,50,8.8
527,8000000,0,10,154,661,598,182,100,48,2,32,330,53,46,7,3,7,0,4,108,174,11,0,5,3,7,89,0,0,1,238,418,128,9,2522,989,1533,159,212,93,52,516,0,0,101,0,133,0,0,0,0,425,2,0,0,0,24,0,33,0,0,0,0,98,2,0,0.3,0.36,0.55,0.25,0.5,0.08,0.07,0.01,1.68,0.9,0.28,0.15,0.07,0,0.05,0,0.01,0,0.01,0.13,0.63,0.5,0.16,0.26,0.01,7,30.8,41.1,18,10.1,4,0,0,96,100,0.15,101.42,10.6,0.26,0.22,0.35,0.36,39.4,33.6,53.47,54.7,-4.88,0.31,109.2,55.6,25,44.2,423,312,222,147,73,19,32,25,442,76,8.6,21.8,34.2,17.2
529,1000000,0,8,71,192,165,46,45,1,0,0,47,25,24,1,1,0,1,5,9,41,1,0,2,0,4,29,0,0,1,72,114,34,1,751,283,468,24,79,24,10,137,0,0,0,16,4,42,6,76,30,4,14,0,0,0,0,7,1,12,8,23,13,4,14,10,0.28,0.38,0.29,0.01,0.24,0.13,0.13,0.01,1.16,0.86,0.24,0.23,0.01,0,0,0.01,0,0.01,0.03,0.15,0.59,0.44,0.05,0.21,0.02,2.9,17.5,57.7,17.5,7.3,14,3,2,32,82.4,0.17,97.21,3.1,-0.07,-0.07,0.04,0.09,-3.2,-3.3,1.78,4.2,-2.69,0.27,22.8,7.2,0.6,6.2,123,75,52,35,18,0,5,4,105,9,0,14.3,22.2,8.6
530,6250000,0,8,120,508,444,108,56,25,2,25,212,54,53,1,6,3,1,3,70,134,8,0,4,0,3,142,3,0,1,168,336,78,4,2154,875,1279,107,102,59,39,307,0,0,0,0,0,0,0,507,0,0,1,0,0,0,0,0,0,0,0,119,0,0,1,0,0.24,0.33,0.48,0.23,0.42,0.11,0.1,0,2.63,0.87,0.21,0.11,0.05,0,0.05,0.01,0.01,0,0.01,0.28,0.66,0.38,0.14,0.26,0.01,5.1,34.9,33.2,19.2,12.7,17,5,1,69,77.3,0.14,99.27,8.1,0.07,0.06,0.18,0.2,8,7,21.43,23.5,-4.46,0.28,73.3,29.5,12,27.7,345,196,127,95,51,13,13,19,273,45,10.2,13.7,37.3,16.5
533,6174974,0,6,155,708,645,183,133,36,2,12,259,55,55,0,2,6,0,8,82,104,21,0,4,2,9,109,0,0,1,240,459,126,19,2678,1017,1661,150,256,122,14,542,0,0,0,0,0,695,0,0,0,12,1,0,0,0,0,0,0,151,0,0,0,3,1,0,0.28,0.34,0.4,0.12,0.37,0.08,0.08,0,1.98,0.91,0.26,0.19,0.05,0,0.02,0,0.01,0,0.01,0.15,0.65,0.49,0.12,0.15,0.01,15.1,27.7,47.2,22.5,2.6,10,0,2,102,100,0.14,101.12,10.9,0,0.04,0.15,0.17,-0.3,5.7,24.48,27.5,5.34,0.27,86.2,26.8,11.8,33.1,468,327,207,168,75,5,31,34,450,70,2.4,18.5,45.3,15.6
534,1400000,0,7,93,348,317,93,63,24,3,3,132,22,20,2,2,5,2,5,40,95,5,0,3,0,3,44,1,0,1,117,225,69,4,1219,425,794,97,94,66,23,280,0,0,0,38,108,68,115,5,0,0,14,0,0,0,0,10,32,20,34,3,0,0,14,0,0.29,0.34,0.42,0.12,0.38,0.06,0.06,0.01,2,0.91,0.27,0.18,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.65,0.52,0.11,0.27,0.01,5.8,34.6,33.6,23.6,8.2,0,1,0,45,0,0.13,98.9,5.5,0.04,0.02,0.14,0.13,3.2,1.8,11.14,10.5,-3.48,0.27,43.7,14.2,2.1,12.6,232,159,110,74,49,1,13,23,233,37,0.9,17.6,46.9,15.9
535,3820000,0,10,58,179,163,33,16,9,0,8,66,16,15,1,0,0,0,2,29,41,3,0,2,1,2,48,1,0,0,49,128,33,3,749,271,478,41,52,11,11,115,0,0,0,0,0,0,0,25,11,131,12,0,0,0,0,0,0,0,1,7,3,36,12,0,0.2,0.27,0.41,0.2,0.37,0.09,0.08,0.01,3,0.91,0.18,0.09,0.05,0,0.04,0,0,0,0.01,0.27,0.72,0.45,0.16,0.23,0.01,9.1,35.7,45.2,9.6,9.6,0,1,1,22,0,0.12,99.93,2.8,-0.16,-0.18,-0.06,-0.08,-6.7,-7.3,-2.61,-3.2,-0.58,0.24,17.6,0.9,-8.6,-2.6,131,85,56,43,19,8,7,6,118,21,14.3,16.3,31.6,17.8
536,5000000,0,3,50,180,150,42,32,6,0,4,60,28,24,4,1,1,0,1,10,38,8,0,1,0,1,28,1,0,0,71,108,39,8,679,277,402,31,67,20,5,123,0,0,146,0,0,0,0,0,0,27,7,0,0,0,38,0,0,0,0,0,0,6,7,0,0.28,0.39,0.4,0.12,0.33,0.16,0.13,0.02,1,0.83,0.23,0.18,0.03,0,0.02,0.01,0.01,0,0.01,0.16,0.6,0.44,0.06,0.21,0.01,20.5,25.2,54.5,16.3,4.1,0,0,0,15,0,0.08,100.26,2.9,0.09,0.01,0.16,0.16,3.9,0.4,6.75,6.8,3.77,0.29,23.8,9.9,1.5,6.5,109,92,68,41,18,0,2,4,127,6,0,4.9,22.2,4.7
