X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
"TOB","LD",0.77978,-0.049093425,0.03684002,0.77238,5.0,0.9104248
"H","R3",0.77812,-0.0018332005,0.052709997,0.77409,5.0,0.88314956
"G","R2",0.77801,-0.05183828,0.11106002,0.77582,5.0,0.9109601
"SIT_DP","BALLS",0.77667,-0.019717395,0.052269995,0.76745,5.0,0.8924054
"FB","OBI",0.77632,-0.02454114,0.05662,0.77045,5.0,0.8949084
"TB","R3",0.77602,-0.026941359,0.05554998,0.77109,5.0,0.8960811
"RBI","FB",0.77588,-0.017410815,0.04914999,0.77267,5.0,0.89066875
"H","BALLS",0.77565,-0.03307116,0.027270019,0.76974,5.0,0.89928925
"D_MLV","D_RAR",0.77511,-0.12839794,0.05739999,0.77511,4.807355,0.95053035
"LEADOFF_PA","D_EqR",0.77165,0.1305294,0.02850002,0.76475,5.0,0.80070007
"D_PMLV","D_VORP",0.77164,-0.13291138,0.045749962,0.76972,5.0,0.9510791
"AVG","HITR",0.76952,-0.1560641,0.043909967,0.76952,3.807355,0.9620728
"R","R2",0.76941,-0.008464754,0.04162997,0.76581,5.0,0.8819721
"LD","PA%",0.76608,-0.08949429,0.029740036,0.76342,5.0,0.9249726
"G","ROB",0.76564,-0.07680404,0.08001995,0.75825,5.0,0.9178475
"STRIKES","LD",0.76508,-0.06643629,0.027130008,0.75721,5.0,0.9118751
"FB","R3",0.76465,-0.0024865866,0.02996999,0.76137,5.0,0.8758633
"1B","TOB",0.76459,-0.044151843,0.06825,0.75873,5.0,0.89930075
"OUT","OBI",0.76421,0.0097923875,0.028829992,0.75761,5.0,0.8685722
"R2","R3",0.76297,-0.12075007,0.03005004,0.76187,5.0,0.94006383
"D_MLVr","D_RAR",0.76296,0.0072485805,0.08692002,0.7558,5.0,0.86931664
"D_MLV","D_RAP",0.76208,-0.13647437,0.037470043,0.76208,4.321928,0.9479211
"G","BALLS",0.76137,-0.045983076,0.03921002,0.7536,5.0,0.8985283
"H","GB",0.75985,-0.06317192,0.02583003,0.75507,5.0,0.9072056
"G","LEADOFF_PA",0.75831,0.13280064,0.08686,0.75469,5.0,0.7908915
"Batted Balls","OBI",0.75818,0.027926564,0.08476001,0.74911,5.0,0.8545487
"RBI","TOB",0.75779,-0.030551076,0.04492998,0.75074,5.0,0.88788575
"2B","ROB",0.75765,-0.013877451,0.056490004,0.74941,5.0,0.87836635
"AB","2B",0.75731,-0.04946363,0.07843,0.75167,5.0,0.89820576
"SIT_DP","R3",0.75693,-0.08399725,0.06136,0.75615,5.0,0.91702086
"H","2B",0.75648,-0.0778594,0.07410997,0.74864,5.0,0.9134218
"D_RPMLVr","D_RARP",0.75604,0.01840496,0.07185,0.74838,5.0,0.8588568
"D_PMLVr","D_RARP",0.75579,0.026680589,0.08600998,0.74768,5.0,0.85387903
"RBI","STRIKES",0.75526,0.004798889,0.05682999,0.74548,5.0,0.8662916
"G","PA_ROB",0.75524,-0.09140843,0.055599988,0.7522,5.0,0.920135
"LD","PA_ROB",0.75514,-0.031840086,0.047590017,0.74871,5.0,0.887119
"LEADOFF_PA","R",0.75497,0.05612427,0.063929975,0.75127,5.0,0.8359699
"D_PMLV","D_EqA",0.75436,0.25729185,0.07550001,0.74952,5.0,0.7050306
"D_EqR","OBI",0.75433,-0.055324733,0.048209965,0.74712,5.0,0.89980817
"R3_BI","OBI",0.75317,-0.12857866,0.047389984,0.75317,4.5849624,0.93901473
"D_ISO","HRr",0.75315,-0.12799186,0.06362003,0.75315,4.169925,0.93869156
"D_MLVr","D_RAP",0.75255,0.07043022,0.05186999,0.74593,5.0,0.82590544
"UBB","BALLS",0.75204,-0.06666303,0.08026004,0.74569,5.0,0.9048221
"PA","RBI",0.75142,-0.014600158,0.035510004,0.74519,5.0,0.8752258
"2B","STRIKES",0.75142,-0.039001048,0.08487004,0.74393,5.0,0.88905627
"RBI","R1",0.75088,-0.08897245,0.03166002,0.74812,5.0,0.91643465
"PITCHES","OBI",0.75059,-0.014415383,0.058040023,0.74077,5.0,0.8746459
"AB","RBI",0.74938,0.0078124404,0.028599977,0.73798,5.0,0.8611432
"PA%","OBI",0.74843,-0.035416067,0.03531003,0.74428,5.0,0.8853508
"TB","LD",0.74834,-0.055071175,0.04269004,0.74221,5.0,0.8963321
"PA","2B",0.7481,-0.058044553,0.073439956,0.7404,5.0,0.8978555
"D_OUTS_EQ","OBI",0.74806,9.293556E-4,0.032299995,0.74265,5.0,0.8643672
"BB","BALLS",0.74685,-0.08695537,0.038760006,0.74108,5.0,0.91312945
"BALLS","Batted Balls",0.74495,-0.022684276,0.051509976,0.73807,5.0,0.8761474
"Batted Balls","R",0.74493,-0.059872568,0.035930037,0.74015,5.0,0.8971079
"G","TB",0.74467,-0.06466603,0.07663,0.73791,5.0,0.899631
"G","D_EqR",0.74395,-0.008209288,0.077390015,0.73618,5.0,0.8672712
"R","R1",0.7422,-0.021351516,0.03853005,0.73582,5.0,0.87381434
"TB","D_RAR",0.74119,-0.020516694,0.013310015,0.73586,5.0,0.8727581
"R2_BI","ROB",0.74046,-0.040617347,0.09680998,0.73212,5.0,0.8837858
"LEADOFF_PA","PA_ROB",0.74033,0.21691304,0.041480005,0.73421,5.0,0.7234756
"RBI","PITCHES",0.73937,-0.025026321,0.048529983,0.73361,5.0,0.8742976
"LD","D_EqR",0.73912,-0.014214873,0.018219978,0.73099,5.0,0.86794865
"2B","PA_ROB",0.73908,-0.04963225,0.055949986,0.73329,5.0,0.8880947
"R3_BI","ROB",0.73882,-0.09104401,0.07207,0.7317,5.0,0.9109687
"R3","R3_BI",0.73796,-0.12571055,0.041069984,0.7362,5.0,0.92933875
"LEADOFF_PA","ROB",0.73706,0.22074401,0.049540043,0.7289,5.0,0.71855134
"RBI","PA%",0.73622,-0.025007546,0.044230044,0.7338,5.0,0.87248355
"LEADOFF_PA","FB",0.73572,0.12858689,0.04152,0.73129,5.0,0.77918744
"LEADOFF_PA","BALLS",0.73509,0.06474066,0.06406003,0.7279,5.0,0.81874865
"FB","R",0.73507,-0.038194537,0.08225,0.73145,5.0,0.8793546
"SIT_DP","R",0.73496,-0.03537327,0.027749956,0.73036,5.0,0.8776863
"PA_2B","G_2B",0.73449,-0.25151753,0.051339984,0.73449,3.0,0.9929791
"RBI","OUT",0.73438,0.009795189,0.020510018,0.72761,5.0,0.8512255
"H","OBI",0.73375,-0.053332686,0.03449005,0.72737,5.0,0.8871768
"LD","ROB",0.73195,-0.03614545,0.06397003,0.72662,5.0,0.87641054
"G","R1",0.73165,-0.0942266,0.05124998,0.72731,5.0,0.90877753
"RBI","R2_BI",0.73104,-0.11609095,0.067120016,0.71934,4.9068904,0.92039716
"PITCHES","LD",0.73093,-0.06776035,0.031130016,0.72587,5.0,0.89369476
"G","FB",0.72864,-0.053982556,0.063359976,0.72522,5.0,0.8846596
"D_PMLV","D_RARP",0.72718,-0.13446057,0.031810045,0.72718,4.807355,0.92824596
"1B","STRIKES",0.72639,-0.07165134,0.05076003,0.71777,5.0,0.8933316
"PA_CF","G_CF",0.72631,-0.25817543,0.017280042,0.72631,3.0,0.9922124
"D_EqA","D_RARP",0.72623,0.16394645,0.13947004,0.71919,5.0,0.7498557
"2B","PITCHES",0.72601,-0.05163008,0.062189996,0.71872,5.0,0.88183904
"BALLS","OBI",0.72466,-5.1516294E-4,0.06309998,0.71591,5.0,0.85157216
"2B","OUT",0.72462,-0.050823867,0.061209977,0.71744,5.0,0.8805929
"D_VORPr","D_RAR",0.72442,-0.0031564236,0.08287996,0.7179,5.0,0.8529809
"R","R3",0.72289,-0.00260818,0.057179987,0.7186,5.0,0.8517618
"2B","R2",0.72274,-0.03608632,0.05186999,0.71857,5.0,0.8711064
"D_RAR","D_RAP",0.72201,-0.14140451,0.068670034,0.71869,5.0,0.929201
"1B","D_OUTS_EQ",0.72147,-0.10414392,0.061829984,0.71706,5.0,0.908633
"D_PMLVr","D_EqA",0.71995,-0.103705406,0.058340013,0.71977,5.0,0.9075546
"PA_ROB","R2_BI",0.71971,-0.06104678,0.10035998,0.71395,5.0,0.8836044
"1B","OUT",0.71841,-0.09930444,0.060389996,0.7144,5.0,0.90427566
"RBI","R3",0.71809,-0.09459782,0.033169985,0.7139,5.0,0.901492
"G","LD",0.71661,-0.04398173,0.052109957,0.71159,5.0,0.8721191
"2B","FB",0.71624,-0.107479155,0.04307002,0.71271,5.0,0.90758973
"RBI","D_OUTS_EQ",0.71564,5.5378675E-4,0.018320024,0.71051,5.0,0.8456277
"2B","TOB",0.7151,-0.08913195,0.051069975,0.70916,5.0,0.8967898
"R","D_RAR",0.71424,-0.019263864,0.043079972,0.70824,5.0,0.8564484
"2B","Batted Balls",0.71413,-0.064008474,0.061609983,0.70622,5.0,0.88212156
"2B","PA%",0.71356,-0.091002405,0.043569982,0.71007,5.0,0.896974
"RBI","BALLS",0.71296,-0.031124234,0.028230011,0.70617,5.0,0.8626032
"TOB","D_RAR",0.71288,-0.034241855,0.028710008,0.70581,5.0,0.8643621
"G","SIT_DP",0.71277,-0.09466308,0.03180003,0.70744,5.0,0.8985728
"AB","GB",0.71273,-0.10598934,0.052569985,0.70752,5.0,0.9048311
"G","R3",0.71158,-0.056103885,0.07402998,0.70904,5.0,0.8761757
"GB","PA%",0.71053,-0.07837063,0.0449,0.70382,5.0,0.88820076
"RBI","SIT_DP",0.71047,-0.09090495,0.035600007,0.7074,5.0,0.8951955
"D_MLV","D_RARP",0.71008,-0.14099717,0.043990016,0.70119,5.0,0.92253846
"TOB","D_RARP",0.71004,-0.0090946555,0.03176999,0.70472,5.0,0.84801805
"PA_ROB","R3_BI",0.71,-0.11055982,0.079050004,0.70372,5.0,0.90584755
"2B","R1",0.70942,-0.053804636,0.06193,0.70373,5.0,0.8736273
"HR","RBI",0.70798,-0.109600484,0.04512,0.70634,5.0,0.90420157
"PA_SS","G_SS",0.70767,-0.27606773,0.035399973,0.70767,2.5849626,0.99183553
"TB","D_RARP",0.70643,-0.015085936,0.040859997,0.69836,5.0,0.84942096
"RBI","R",0.70569,-0.041074157,0.024920046,0.70074,5.0,0.8641552
"R2","R2_BI",0.70541,-0.10068798,0.07403004,0.70268,5.0,0.8978296
"SLG","D_MLV",0.70448,0.013310492,0.08121997,0.698,5.0,0.83136606
"2B","D_OUTS_EQ",0.70316,-0.06879318,0.045899987,0.69747,5.0,0.87860864
"FB","LD",0.70178,-0.04398358,0.039759994,0.69705,5.0,0.86357605
"G","R",0.70177,-0.062663555,0.061640024,0.69825,5.0,0.8743189
"G","OBI",0.7014,-0.011727512,0.082589984,0.69574,5.0,0.8444688
"D_RPMLVr","D_RAR",0.70048,-0.016366601,0.064799964,0.69471,5.0,0.84666795
"1B","PA_ROB",0.69997,-0.040284455,0.05544001,0.69416,5.0,0.8603804
"HR","D_EqR",0.69915,2.4598837E-4,0.14387,0.69068,5.0,0.8360048
"LD","R1",0.69715,-0.06403124,0.043449998,0.69308,5.0,0.872457
"PA","GB",0.69708,-0.09066719,0.026069999,0.69038,5.0,0.88755125
"OUT","GB",0.69682,-0.09810889,0.04282999,0.68965,5.0,0.89158785
"TB","D_VORP",0.69629,0.0016285181,0.051590025,0.68915,5.0,0.83346355
"1B","LEADOFF_PA",0.69618,0.049525738,0.05315,0.69202,5.0,0.80414814
"D_MLVr","D_RARP",0.69534,-0.025774539,0.039809972,0.68867,5.0,0.84918463
"1B","TB",0.69496,-0.03863436,0.04565996,0.69048,5.0,0.8565012
"G","1B",0.69473,-0.045084953,0.078449965,0.69069,5.0,0.86012495
"LD","R2",0.69461,-0.054353833,0.024679959,0.68922,5.0,0.86542696
"SIT_DP","LD",0.69426,-0.066782236,0.041260004,0.69056,5.0,0.87237734
"H","RBI",0.6934,-0.04618752,0.024500012,0.68723,5.0,0.85999274
"1B","D_EqR",0.69248,-0.0024180412,0.065539956,0.68688,5.0,0.83360547
"1B","PITCHES",0.69122,-0.06350827,0.04030001,0.6908,5.0,0.868751
"LEADOFF_PA","R1",0.69057,0.20075268,0.050200045,0.68314,5.0,0.6998695
"1B","ROB",0.69049,-0.026041627,0.048979998,0.68469,5.0,0.8464819
"TB","R2_BI",0.68964,-0.07000196,0.07892001,0.68138,5.0,0.8715744
"SLG","D_ISO",0.6892,-0.13788706,0.055079997,0.6892,4.4594316,0.90944326
"BALLS","D_RAR",0.68895,0.015774608,0.034089983,0.68177,5.0,0.82047266
"R","OBI",0.68862,-0.041867077,0.04016,0.68301,5.0,0.85468537
"AB","R3_BI",0.68733,-0.059737265,0.07019001,0.68237,5.0,0.86433053
"GB","D_OUTS_EQ",0.68722,-0.11796045,0.057030022,0.68143,5.0,0.8973185
"2B","BALLS",0.68618,-0.03200072,0.037849963,0.67705,5.0,0.84745544
"SLG","D_MLVr",0.68614,-0.20799845,0.06853998,0.68614,4.4594316,0.94558895
"OUT","R3_BI",0.6848,-0.04650247,0.06497002,0.67703,5.0,0.85516226
"LEADOFF_PA","LD",0.68429,0.049981177,0.039740026,0.67901,5.0,0.79643506
"BBr","ABR",0.68343,-0.17079812,0.04768002,0.68343,4.321928,-0.92424464
"TOB","R2_BI",0.68179,-0.0101239085,0.07173002,0.67447,5.0,0.83181363
"H","D_RAR",0.68133,0.047320545,0.033120036,0.67404,5.0,0.7962471
"PITCHES","D_RAR",0.6811,0.061411798,0.03132999,0.67346,5.0,0.7872028
"HR","TB",0.68016,-0.03159547,0.09886998,0.67292,5.0,0.843656
"BALLS","LD",0.68005,-0.030259073,0.03816998,0.67571,5.0,0.84279835
"LEADOFF_PA","R3",0.67943,0.20316648,0.04828,0.67206,5.0,0.6901185
"LEADOFF_PA","R2",0.67909,0.14906663,0.03680998,0.67317,5.0,0.72802705
"Batted Balls","R3_BI",0.67892,-0.059497833,0.05658996,0.67173,5.0,0.8593124
"D_PMLVr","D_RAR",0.67793,-0.0047522187,0.09540999,0.67083,5.0,0.82624584
"GB","LD",0.67724,-0.08049923,0.052219987,0.67077,5.0,0.8704822
"2B","R3",0.67663,-0.010580838,0.034889996,0.67142,5.0,0.8289818
"SLG","D_RPMLV",0.67619,-0.031498432,0.05805999,0.66813,5.0,0.8412422
"1B","R2",0.67547,-0.025677443,0.05906999,0.66993,5.0,0.8373455
"GB","PA_ROB",0.67533,-0.0016298294,0.047439992,0.66951,5.0,0.82277566
"D_PMLV","D_RAR",0.67525,-0.12019509,0.071290016,0.66351,5.0,0.8918773
"TBP","D_RPMLV",0.67495,0.04651636,0.09571999,0.6678,5.0,0.7927381
"STRIKES","R2_BI",0.67466,0.0016673207,0.091260016,0.66617,5.0,0.8203613
"STRIKES","R3_BI",0.67461,-0.051568747,0.09144002,0.66667,5.0,0.8521612
"D_EqR","R3_BI",0.67439,-0.022081733,0.08922005,0.66531,5.0,0.83454883
"BB","PITCHES",0.67299,-0.03324282,0.03468001,0.66418,5.0,0.8403766
"SH","SHR",0.67258,0.07904285,0.13189,0.67258,3.321928,0.77041364
"STRIKES","GB",0.67138,-0.07225126,0.047399998,0.67138,4.70044,0.86234057
"PA","R3_BI",0.67115,-0.08093017,0.04809004,0.66393,5.0,0.8672256
"TB","D_RPMLV",0.67109,-0.021547675,0.038639963,0.6647,5.0,0.83224857
"D_EqR","R2_BI",0.66991,-0.028474271,0.07640004,0.66096,5.0,0.8356939
"PA","R2_BI",0.66985,-0.023582697,0.07565004,0.66145,5.0,0.83272606
"GB","ROB",0.66974,0.012621999,0.045859963,0.66125,5.0,0.8106282
"TOB","GB",0.66928,-0.045742273,0.030279994,0.66457,5.0,0.8455899
"2B","R",0.66886,-0.09520489,0.05672002,0.6665,5.0,0.8741081
"G","RBI",0.66844,-0.015904546,0.06536001,0.66359,5.0,0.8272512
"2B","RBI",0.66815,-0.049415827,0.05078,0.66305,5.0,0.84709257
"R1","R3_BI",0.66791,-0.12440157,0.05645001,0.66204,5.0,0.89011884
"UBB","PITCHES",0.6679,-0.02574104,0.080930054,0.6597,5.0,0.8328512
"TBP","D_MLV",0.66716,0.0717808,0.105669975,0.65877,5.0,0.7716082
"1B","FB",0.66704,-0.004616797,0.07011998,0.66107,5.0,0.8195467
"G","GB",0.66686,-0.04120326,0.08810997,0.66084,5.0,0.84146494
"PITCHES","GB",0.66657,-0.029270232,0.043309987,0.66657,4.4594316,0.8341704
"LD","R3",0.66652,-0.025549114,0.056300044,0.6616,5.0,0.8319069
"TOB","D_VORP",0.66644,-0.0016456246,0.019039989,0.65891,5.0,0.81736505
"PITCHES","R3_BI",0.66605,-0.04605025,0.07951999,0.65741,5.0,0.8438603
"D_OUTS_EQ","R3_BI",0.6655,-0.06345886,0.047580004,0.65823,5.0,0.8537909
"R1","R2_BI",0.66535,-0.07917321,0.07470995,0.65931,5.0,0.8628576
"1B","SIT_DP",0.66501,-0.06324506,0.06031999,0.66072,5.0,0.8533786
"LEADOFF_PA","GB",0.66407,0.05024928,0.060230017,0.65579,5.0,0.7834671
"AB","R2_BI",0.66355,-0.02676183,0.076110005,0.65648,5.0,0.83085006
"SLG","D_RAR",0.66326,-0.03909588,0.09819996,0.65546,5.0,0.83806676
"H","R3_BI",0.66206,-0.09006041,0.03738004,0.65563,5.0,0.8672488
"SIT_DP","R2_BI",0.66206,-0.05727023,0.06296003,0.65635,5.0,0.8481334
"1B","R",0.65968,-0.06317723,0.02827996,0.6552,5.0,0.85021013
"RBI","Batted Balls",0.65948,-0.0033131242,0.0406,0.65433,5.0,0.81412107
"1B","R1",0.65941,-0.047585964,0.057370007,0.65834,5.0,0.8408305
"RBI","R3_BI",0.65881,-0.13793743,0.033070028,0.65422,5.0,0.8926071
"2B","OBI",0.65815,-0.09046185,0.03065002,0.65596,5.0,0.8652236
"R2","R3_BI",0.65809,-0.13261259,0.049439967,0.65469,5.0,0.8892146
"TB","R3_BI",0.65749,-0.08173424,0.06379002,0.65155,5.0,0.8597815
"1B","R3",0.65624,0.0069544315,0.077309966,0.65258,5.0,0.80578256
"RBI","D_RAR",0.65604,-0.06298673,0.054719985,0.64927,5.0,0.84795445
"GB","R1",0.65543,0.010828793,0.076789975,0.65543,4.9068904,0.80287063
"UBBr","ABR",0.65474,-0.17310107,0.064639986,0.65474,4.169925,-0.9098577
"BALLS","R2_BI",0.65404,0.030149162,0.08094001,0.64392,5.0,0.7898676
"GB","R2",0.6539,0.0069793463,0.042219996,0.64762,5.0,0.8043138
"2B","SIT_DP",0.65324,-0.10987407,0.039490044,0.65281,5.0,0.873564
"H","R2_BI",0.65296,-0.0492782,0.05593002,0.64756,5.0,0.83799654
"SLG","D_VORP",0.65207,-0.03424108,0.06242001,0.6452,5.0,0.82843894
"PITCHES","R2_BI",0.65144,-0.015923202,0.08435002,0.64457,5.0,0.816923
"PA","D_RAR",0.65012,0.06436223,0.030970007,0.64288,5.0,0.76534814
"2B","LD",0.64951,-0.08256692,0.059410036,0.64951,4.169925,0.85561496
"SIT_DP","R3_BI",0.64926,-0.13063788,0.048999965,0.64926,4.321928,0.8831183
"H","D_RARP",0.649,0.021809459,0.03136,0.64336,5.0,0.7919536
"STRIKES","D_RAR",0.64799,0.084976494,0.021309972,0.63898,5.0,0.75034225
"R","D_RARP",0.64679,-0.06473315,0.056789994,0.64041,5.0,0.8435183
"LEADOFF_PA","SIT_DP",0.64632,0.1829795,0.03327,0.64141,5.0,0.6806912
"OBP","D_RAP",0.646,0.06609845,0.14556003,0.6399,5.0,0.7615127
"R","D_VORP",0.64527,-0.029325068,0.037939996,0.63696,5.0,0.82133734
"GB","R3",0.64512,0.04672247,0.09350002,0.63366,5.0,0.7735616
"TOB","D_RPMLV",0.64219,-0.015402019,0.048649967,0.63626,5.0,0.8109205
"LD","R",0.64163,-0.106744766,0.04727,0.63692,5.0,0.86508656
"SLG","D_RPMLVr",0.64111,-0.21986711,0.04791999,0.64111,4.169925,0.9278885
"HR","D_ISO",0.64098,-0.13271677,0.08199996,0.64098,4.9068904,0.87960035
"OUTR","D_MLV",0.63995,0.048603356,0.117599964,0.63085,5.0,-0.76899064
"OUTR","D_RAP",0.63963,0.06114745,0.12775004,0.63394,5.0,-0.7605804
"TBP","D_VORP",0.6394,0.031968474,0.08489001,0.6322,5.0,0.77937895
"2B","D_RARP",0.63926,0.02835834,0.09933001,0.62985,5.0,0.78160197
"PA%","R3_BI",0.63905,-0.106431246,0.027059972,0.63905,4.5849624,0.86341256
"TOB","R3_BI",0.63806,-0.09578699,0.030220032,0.6313,5.0,0.8566487
"PITCHES","D_RARP",0.63805,0.050703764,0.041209966,0.62979,5.0,0.7663852
"FB","R3_BI",0.63653,-0.08496076,0.04885,0.62912,5.0,0.8494061
"Batted Balls","R2_BI",0.63564,-0.011732578,0.079949975,0.62799,5.0,0.8045947
"FB","D_RAR",0.63548,0.07482499,0.038039982,0.62984,5.0,0.748769
"R3","R2_BI",0.63487,-0.06877428,0.07312,0.63125,5.0,0.83883506
"H","D_VORP",0.63468,0.042086363,0.032159984,0.62683,5.0,0.769801
"LD","OBI",0.63401,-0.053448617,0.037770033,0.62983,5.0,0.82913125
"PA%","R2_BI",0.63333,-0.057347775,0.07185,0.62966,5.0,0.83107024
"STRIKES","D_RARP",0.63322,0.09403175,0.045859963,0.62497,5.0,0.7342944
"SLG","D_VORPr",0.63216,-0.21007758,0.05579996,0.63216,4.9068904,0.91773504
"SLG","D_EqA",0.63212,-0.118364334,0.042770028,0.63212,4.9068904,0.866305
"D_RAR","R2",0.63177,0.06370944,0.061559975,0.62513,5.0,0.75369793
"GB","D_EqR",0.63176,0.049258113,0.03910002,0.62351,5.0,0.7632181
"OBP","D_MLV",0.6311,0.046339393,0.113539994,0.62236,5.0,0.7646964
"SIT_DP","GB",0.62909,-0.03552872,0.05840999,0.61737,5.0,0.8152415
"RBI","R1_BI",0.62858,-0.17156959,0.073520005,0.62432,5.0,0.8945108
"BALLS","D_RARP",0.62803,-0.0010880232,0.050329983,0.62139,5.0,0.7931696
"POS","PA_C",0.62773,0.35930535,0.0,0.62773,2.0,-0.51809716
"POS","G_C",0.62773,0.34045374,0.0,0.62773,2.0,-0.5359816
"PA_C","G_C",0.62773,-0.36093068,0.003700018,0.62773,2.0,0.9943142
"2B","LEADOFF_PA",0.62761,0.08867878,0.051909983,0.62589,5.0,0.73411936
"D_RAR","ROB",0.6275,0.053087294,0.04775998,0.61913,5.0,0.7579002
"HR","FB",0.62711,0.052639425,0.09947002,0.62082,5.0,0.7579384
"SLG","D_PMLV",0.62661,0.012392819,0.07425001,0.62661,4.169925,0.7837201
"G","2B",0.62561,-0.0829227,0.06275004,0.62292,5.0,0.8417438
"BB","TOB",0.62531,-0.10423583,0.042270005,0.61904,5.0,0.85413456
"SLG","D_PMLVr",0.625,-0.2050091,0.06892002,0.62303,5.0,0.91104835
"HR","D_RAR",0.62455,-0.066156626,0.089869976,0.61638,5.0,0.8310876
"UBB","TOB",0.62425,-0.076427996,0.05983001,0.61559,5.0,0.8370651
"D_RAR","PA_ROB",0.62261,0.024311483,0.035979986,0.61452,5.0,0.7734976
"OBP","D_RPMLV",0.62107,0.0363456,0.12587002,0.61183,5.0,0.76467276
"AB","D_RAR",0.62103,0.08816761,0.042219996,0.61424,5.0,0.7299742
"PA","D_RARP",0.62082,0.056578577,0.02204001,0.61436,5.0,0.75116
"OUTR","D_VORP",0.62057,0.034976065,0.11229998,0.60993,5.0,-0.7652411
"1B","BALLS",0.62022,-0.034377217,0.05110997,0.62022,4.70044,0.80907184
"AB","D_RARP",0.61805,0.101174295,0.027369976,0.60772,5.0,0.7189407
"PA%","D_RAR",0.61781,0.04101348,0.012170017,0.61116,5.0,0.75947124
"D_ISO","TBP",0.61731,-0.13841498,0.05821997,0.61731,4.807355,0.86932445
"FB","R2_BI",0.61549,-0.101091385,0.047659993,0.61252,5.0,0.8465113
"1B","2B",0.61528,-0.024751306,0.029829979,0.61113,5.0,0.80001956
"OUTR","D_RPMLV",0.61354,0.027123034,0.11242002,0.60563,5.0,-0.76577866
"BALLS","R3_BI",0.61317,-0.0411458,0.07121003,0.60605,5.0,0.8088979
"R","R2_BI",0.61263,-0.02743572,0.066900015,0.60837,5.0,0.8000411
"H","D_RPMLV",0.61242,0.030774057,0.046220005,0.60703,5.0,0.76265717
"OUT","R2_BI",0.61146,-0.057513,0.08547002,0.6054,5.0,0.8179077
"D_RARP","R2",0.61127,0.08734447,0.044750035,0.60395,5.0,0.723827
"TBP","D_RPMLVr",0.61016,-0.18372422,0.058209956,0.60672,5.0,0.8910018
"G","R3_BI",0.60985,-0.073940516,0.05906999,0.60232,5.0,0.8269163
"HR","PA_ROB",0.60973,0.02150935,0.10820001,0.60077,5.0,0.76695544
"2B","D_RAR",0.60944,-0.0057440996,0.08424002,0.60081,5.0,0.78433675
"BB","STRIKES",0.60862,0.0067269206,0.058,0.60412,5.0,0.7758177
"D_OUTS_EQ","R2_BI",0.60827,-0.052247465,0.08297002,0.60033,5.0,0.81272227
"IBB","IBBR",0.6076,-0.08546507,0.13793996,0.6076,3.321928,0.8325053
"RBI","LEADOFF_PA",0.60736,0.18282482,0.059439987,0.60241,5.0,0.65156364
"UBB","D_EqR",0.60707,-0.06283736,0.058270037,0.60054,5.0,0.8184787
"HR","ROB",0.6061,0.016534686,0.09731001,0.5998,5.0,0.76783156
"BB","D_EqR",0.606,-0.106790125,0.029769987,0.5989,5.0,0.844269
"2B","R2_BI",0.60594,-0.093461394,0.10815999,0.60594,4.169925,0.8363022
"SO","BALLS",0.60591,-0.063950956,0.022570014,0.59562,5.0,0.81845033
"TBP","D_RAR",0.6058,-0.0012589693,0.10303998,0.59594,5.0,0.7791399
"AB","HR",0.60575,0.11747429,0.11840004,0.59611,5.0,0.6987673
"D_RARP","PA_ROB",0.60548,0.053152084,0.021789998,0.59832,5.0,0.74318767
"TBP","D_PMLV",0.60512,0.07374728,0.062049985,0.59822,5.0,0.7289532
"SO","PITCHES",0.60503,-0.061835885,0.02700001,0.5996,5.0,0.81661856
"PA","HR",0.60453,0.07824451,0.10666996,0.59504,5.0,0.72545534
"G","R2_BI",0.60422,-0.019141734,0.068209946,0.59925,5.0,0.7895326
"BALLS","GB",0.60367,0.010586321,0.04683,0.60367,4.807355,0.77011925
"OUTR","D_EqA",0.60143,-0.16772729,0.031610012,0.60143,4.70044,-0.8770161
"PA%","D_RARP",0.60133,0.046325743,0.020799994,0.59469,5.0,0.74498606
"LEADOFF_PA","OBI",0.60093,0.1742582,0.046880007,0.59774,5.0,0.65320116
"FB","GB",0.60048,0.036061347,0.069840014,0.59244,5.0,0.75127804
"R","D_RPMLV",0.6002,-0.052749515,0.033329993,0.59203,5.0,0.8080529
"SO","R",0.59997,0.038210034,0.07909,0.59263,5.0,0.7495065
"TBP","D_PMLVr",0.59958,-0.16659951,0.060710013,0.59625,5.0,0.8753168
"TB","GB",0.5993,-0.0374074,0.024049997,0.59344,5.0,0.7979395
"GB","R",0.59878,-0.04752958,0.038129985,0.59839,5.0,0.8039338
"OBP","D_EqA",0.59839,-0.17582685,0.059679985,0.59839,4.0,0.8798959
"RBI","D_RARP",0.59806,-0.034653127,0.041799992,0.5904,5.0,0.7954327
"D_MLV","D_EqR",0.59682,-0.050426304,0.07843003,0.58959,5.0,0.8045162
"D_RARP","ROB",0.59651,0.07063025,0.02035001,0.59043,5.0,0.7251757
"HR","STRIKES",0.59642,0.06527531,0.08538997,0.58845,5.0,0.7287967
"1B","R3_BI",0.59592,-0.06445283,0.029080033,0.59592,4.9068904,0.8126333
"SO","STRIKES",0.59557,-0.045239627,0.032849997,0.58558,5.0,0.8005059
"HR","SLG",0.59526,-0.077956855,0.050410032,0.59526,4.9068904,0.82049793
"FB","D_RARP",0.59514,0.061439276,0.03429997,0.58611,5.0,0.7305482
